club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
AS Monaco,Djibril Sidibé,23.0,France,Right-Back,RB,2000000.0,LOSC Lille,France,15000000.0,in,summer,Ligue 1,2016,False,
AS Monaco,Benjamin Mendy,21.0,France,Left-Back,LB,3000000.0,Marseille,France,13000000.0,in,summer,Ligue 1,2016,False,
AS Monaco,Kamil Glik,28.0,Poland,Centre-Back,CB,,Torino,Italy,11000000.0,in,summer,Ligue 1,2016,False,
AS Monaco,Youssef Aït Bennasser,19.0,Morocco,Defensive Midfield,DM,,AS Nancy,France,3000000.0,in,summer,Ligue 1,2016,False,
AS Monaco,Morgan De Sanctis,39.0,Italy,Goalkeeper,GK,,AS Roma,Italy,0.0,in,summer,Ligue 1,2016,False,
AS Monaco,Ivan Cavaleiro,22.0,Angola,Left Winger,LW,2500000.0,Wolves,England,8000000.0,out,summer,Ligue 1,2016,False,
AS Monaco,Marcel Tisserand,23.0,DR Congo,Centre-Back,CB,2800000.0,FC Ingolstadt,Germany,3500000.0,out,summer,Ligue 1,2016,False,
AS Monaco,Delvin N'Dinga,28.0,Congo,Defensive Midfield,DM,,Loko Moskau,Russia,2500000.0,out,summer,Ligue 1,2016,False,
AS Monaco,Jessy Pi,22.0,France,Defensive Midfield,DM,,Toulouse,France,,out,summer,Ligue 1,2016,False,
AS Monaco,Jérémy Toulalan,32.0,France,Defensive Midfield,DM,,G. Bordeaux,France,0.0,out,summer,Ligue 1,2016,False,
AS Monaco,Dylan Bahamboula,21.0,Congo,Attacking Midfield,AM,,Dijon,France,0.0,out,summer,Ligue 1,2016,False,
AS Monaco,Edgar Salli,23.0,Cameroon,Second Striker,SS,,1.FC Nuremberg,Germany,0.0,out,summer,Ligue 1,2016,False,
AS Monaco,Vágner Love,32.0,Brazil,Centre-Forward,CF,,Alanyaspor,Turkey,0.0,out,summer,Ligue 1,2016,False,
AS Monaco,Ricardo Carvalho,38.0,Portugal,Centre-Back,CB,,Without Club,,,out,summer,Ligue 1,2016,False,
AS Monaco,Abdou Aziz Thiam,19.0,France,Defensive Midfield,DM,,Without Club,,,out,summer,Ligue 1,2016,False,
AS Monaco,Jorge,20.0,Brazil,Left-Back,LB,1100000.0,Flamengo,Brazil,8500000.0,in,winter,Ligue 1,2016,False,
AS Monaco,Farès Bahlouli,21.0,France,Attacking Midfield,AM,,LOSC Lille,France,3500000.0,out,winter,Ligue 1,2016,False,
AS Nancy-Lorraine,Vincent Marchetti,19.0,France,Central Midfield,CM,2000000.0,AC Ajaccio,France,1500000.0,in,summer,Ligue 1,2016,False,
AS Nancy-Lorraine,Sergey Chernik,27.0,Belarus,Goalkeeper,GK,,BATE Borisov,Belarus,,in,summer,Ligue 1,2016,False,
AS Nancy-Lorraine,Issiar Dia,29.0,Senegal,Right Winger,RW,,Al-Kharaitiyat,Qatar,0.0,in,summer,Ligue 1,2016,False,
AS Nancy-Lorraine,Anthony Koura,23.0,Burkina Faso,Centre-Forward,CF,,Nîmes Olympique,France,0.0,in,summer,Ligue 1,2016,False,
AS Nancy-Lorraine,Christophe Mandanne,31.0,France,Centre-Forward,CF,,Fujairah SC,United Arab Emirates,0.0,in,summer,Ligue 1,2016,False,
AS Nancy-Lorraine,Alou Diarra,35.0,France,Defensive Midfield,DM,,Charlton,England,0.0,in,summer,Ligue 1,2016,False,
AS Nancy-Lorraine,Serge N'Guessan,21.0,Cote d'Ivoire,Central Midfield,CM,,AFAD Djékanou,Cote d'Ivoire,,in,summer,Ligue 1,2016,False,
AS Nancy-Lorraine,Youssef Aït Bennasser,19.0,Morocco,Defensive Midfield,DM,,Monaco,France,3000000.0,out,summer,Ligue 1,2016,False,
AS Nancy-Lorraine,Arnaud Lusamba,19.0,DR Congo,Central Midfield,CM,1800000.0,OGC Nice,France,2500000.0,out,summer,Ligue 1,2016,False,
AS Nancy-Lorraine,Quentin Beunardeau,22.0,France,Goalkeeper,GK,,AFC Tubize,Belgium,0.0,out,summer,Ligue 1,2016,False,
AS Nancy-Lorraine,Romain Bauchet,22.0,France,Centre-Forward,CF,,RUFC Calais,France,0.0,out,summer,Ligue 1,2016,False,
AS Nancy-Lorraine,Pape Diakhaté,32.0,Senegal,Centre-Back,CB,,Without Club,,,out,summer,Ligue 1,2016,False,
AS Nancy-Lorraine,Clément Lenglet,21.0,France,Centre-Back,CB,10000000.0,Sevilla FC,Spain,5400000.0,out,winter,Ligue 1,2016,False,
AS Saint-Étienne,Bryan Dabo,24.0,Burkina Faso,Central Midfield,CM,,Montpellier,France,4000000.0,in,summer,Ligue 1,2016,False,
AS Saint-Étienne,Léo Lacroix,24.0,Switzerland,Centre-Back,CB,,FC Sion,Switzerland,3000000.0,in,summer,Ligue 1,2016,False,
AS Saint-Étienne,Cheikh M'Bengue,27.0,Senegal,Left-Back,LB,,Stade Rennais,France,0.0,in,summer,Ligue 1,2016,False,
AS Saint-Étienne,Moustapha Sall,30.0,Senegal,Centre-Back,CB,,Al-Arabi SC,Qatar,1000000.0,out,summer,Ligue 1,2016,False,
AS Saint-Étienne,Ismael Diomande,23.0,Cote d'Ivoire,Defensive Midfield,DM,,SM Caen,France,,out,summer,Ligue 1,2016,False,
AS Saint-Étienne,Paul Baysse,28.0,France,Centre-Back,CB,,OGC Nice,France,,out,summer,Ligue 1,2016,False,
AS Saint-Étienne,François Clerc,33.0,France,Right-Back,RB,,G. Ajaccio,France,0.0,out,summer,Ligue 1,2016,False,
AS Saint-Étienne,Jonathan Brison,33.0,France,Left-Back,LB,,Chamois Niort,France,0.0,out,summer,Ligue 1,2016,False,
