sofifa_id,player_url,short_name,long_name,age_x,dob,height_cm,weight_kg,nationality,club_name,league_name,league_rank,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,player_name,player_short_name,club,name,age_y,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status,normalized_name
152747,https://sofifa.com/player/152747/aaron-lennon/170002,A. Lennon,Aaron Lennon,29,4/16/1987,165,63,England,Everton,English Premier League,1,78,78,8000000,90000,RM,Right,2,3,3,High/Medium,Normal,Yes,,#Acrobat,SUB,12,,9/1/2015,2018,,,89,65,71,84,38,63,,,,,,,Speed Dribbler (AI),78,69,28,76,68,84,63,55,54,81,89,89,93,74,92,64,71,75,59,57,57,42,71,73,62,80,40,37,37,14,7,7,16,11,aaron lennon,a. lennon,Burnley FC,Aaron Lennon,30,Right Winger,RW,,Everton,England,1700000,in,winter,Premier League,2017,FALSE,,aaron lennon
194958,https://sofifa.com/player/194958/aaron-mooy/170002,A. Mooy,Aaron Mooy,25,9/15/1990,174,68,Australia,Huddersfield Town,English League Championship,2,76,79,6500000,20000,CM,Right,1,3,3,Medium/Medium,Normal,No,,,LDM,10,Manchester City,,2017,RCM,13,70,70,78,72,60,71,,,,,,,"Playmaker (AI), Technical Dribbler (AI), Set Play Specialist, Takes Finesse Free Kicks",74,69,46,79,65,73,73,78,79,73,69,71,71,66,67,70,72,83,64,72,75,63,73,81,73,73,56,65,62,11,8,12,11,12,aaron mooy,a. mooy,Huddersfield Town,Aaron Mooy,26,Central Midfield,CM,,Man City,England,9100000,in,summer,Premier League,2017,FALSE,,aaron mooy
224031,https://sofifa.com/player/224031/adam-marusic/170002,A. Marušić,Adam Marušić,23,10/17/1992,177,81,Montenegro,KV Oostende,Belgian Jupiler Pro League,1,70,74,1700000,15000,"RM, RB",Right,1,2,3,High/High,Normal,No,,,RB,16,,7/1/2016,2020,,,78,67,63,71,51,73,,,,,,,"Beat Offside Trap, Long Shot Taker (AI), Speed Dribbler (AI)",65,65,57,64,64,73,58,48,63,72,74,82,63,64,67,71,70,75,74,71,67,57,69,66,58,59,46,52,49,8,9,7,10,10,adam marusic,a. marusic,SS Lazio,Adam Marusic,24,Left-Back,LB,8000000,KV Oostende,Belgium,5500000,in,summer,Serie A,2017,FALSE,,adam marusic
234924,https://sofifa.com/player/234924/adama-diakhaby/170002,A. Diakhaby,Adama Diakhaby,19,7/5/1996,184,65,France,Stade Rennais FC,French Ligue 1,1,65,77,875000,8000,ST,Right,1,3,3,Medium/Low,Lean,No,,,SUB,31,,7/1/2015,2019,,,72,65,54,64,21,45,,,,,,,,50,69,70,60,53,69,53,39,48,60,72,72,55,59,64,66,68,57,43,60,28,14,60,54,69,59,15,17,16,11,8,11,5,9,adama diakhaby,a. diakhaby,AS Monaco,Adama Diakhaby,21,Right Winger,RW,,Stade Rennais,France,10000000,in,summer,Ligue 1,2017,FALSE,,adama diakhaby
183280,https://sofifa.com/player/183280/adil-rami/170002,A. Rami,Adil Rami,30,12/27/1985,190,88,France,Sevilla FC,Spain Primera Division,1,82,82,14500000,20000,CB,Right,3,3,2,Medium/High,Normal,Yes,,#Strength,CB,23,,7/1/2015,2019,SUB,5,59,54,48,58,82,81,,,,,,,"Power Free-Kick, Power Header",28,45,79,66,45,53,43,55,68,64,54,63,57,75,50,83,76,63,90,58,83,84,24,22,48,75,81,84,78,5,3,5,5,3,adil rami,a. rami,Olympique Marseille,Adil Rami,31,Centre-Back,CB,,Sevilla FC,Spain,6000000,in,summer,Ligue 1,2017,FALSE,,adil rami
188770,https://sofifa.com/player/188770/admir-mehmedi/170002,A. Mehmedi,Admir Mehmedi,25,3/16/1991,183,80,Switzerland,Bayer 04 Leverkusen,German 1. Bundesliga,1,76,79,6500000,50000,"LM, ST",Right,2,3,3,High/Medium,Normal,No,,,LM,14,,7/1/2015,2019,LAM,18,77,75,71,80,39,71,,,,,,,Technical Dribbler (AI),68,73,60,74,71,83,73,62,63,77,75,78,79,76,78,81,62,75,71,74,68,42,76,74,69,71,29,40,36,13,14,8,15,16,admir mehmedi,a. mehmedi,VfL Wolfsburg,Admir Mehmedi,26,Second Striker,SS,,B. Leverkusen,Germany,8000000,in,winter,1 Bundesliga,2017,FALSE,,admir mehmedi
208330,https://sofifa.com/player/208330/adnan-januzaj/170002,A. Januzaj,Adnan Januzaj,21,2/5/1995,182,75,Belgium,Sunderland,English Premier League,1,76,85,8000000,30000,"LM, RM, CAM",Left,1,4,4,Medium/Low,Lean,Yes,,,LM,44,Manchester United,,2017,,,81,64,74,81,21,52,,,,,,,"Diver, Flair, Technical Dribbler (AI)",72,66,23,75,67,84,70,65,73,81,85,77,84,69,65,58,61,59,56,67,31,21,68,76,60,64,20,22,22,15,10,11,12,7,adnan januzaj,a. januzaj,Real Sociedad,Adnan Januzaj,22,Right Winger,RW,4000000,Man Utd,England,8500000,in,summer,Laliga,2017,FALSE,,adnan januzaj
184826,https://sofifa.com/player/184826/adrien-s-perruchet-silva/170002,Adrien Silva,Adrien Sebastian Perruchet Silva,27,3/15/1989,175,69,Portugal,Sporting CP,Portuguese Liga ZON SAGRES,1,82,83,22000000,20000,CM,Right,2,4,3,Medium/High,Normal,No,,,CM,23,,1/1/2007,2020,CM,23,60,76,82,80,76,67,,,,,,,"Leadership, Flair, Long Shot Taker (AI)",78,70,61,83,77,81,75,78,84,85,60,60,71,74,56,83,56,83,56,82,78,80,74,84,85,79,78,76,72,15,6,8,10,7,adrien s perruchet silva,adrien silva,Leicester City,Adrien Silva,28,Central Midfield,CM,1000000,Sporting CP,Portugal,20500000,in,summer,Premier League,2017,FALSE,,adrien silva
210648,https://sofifa.com/player/210648/ahmed-hegazy/170002,A. Hegazy,Ahmed Hegazy,25,1/25/1991,195,83,Egypt,,,,66,70,0,0,CB,Right,1,2,2,Medium/Medium,Normal,No,,,,,,,,SUB,19,46,20,37,44,66,68,,,,,,,,18,17,68,55,23,38,36,29,42,49,42,49,48,51,51,27,55,55,79,15,60,62,20,25,30,35,64,70,68,14,14,5,10,8,ahmed hegazy,a. hegazy,West Bromwich Albion,Ahmed Hegazy,26,Centre-Back,CB,2500000,El Ahly,Egypt,5000000,in,winter,Premier League,2017,FALSE,,ahmed hegazy
220658,https://sofifa.com/player/220658/ailton-ferreira-silva/170002,Ailton,Aílton Ferreira Silva,21,3/16/1995,181,66,Brazil,Estoril Praia,Portuguese Liga ZON SAGRES,1,62,72,400000,2000,LB,Left,1,2,2,Low/Medium,Normal,No,,,RES,3,,7/1/2016,2017,,,63,35,48,54,62,61,,,,,,,,60,36,54,55,34,51,35,42,31,55,62,64,55,57,69,33,59,68,60,27,56,58,50,41,43,41,61,68,65,9,9,8,15,8,ailton ferreira silva,ailton,VfB Stuttgart,Aílton,22,Left-Back,LB,,Estoril Praia,Portugal,2500000,in,summer,1 Bundesliga,2017,FALSE,,ailton
