sofifa_id,player_url,short_name,long_name,age_x,dob,height_cm,weight_kg,nationality,club_name,league_name,league_rank,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,player_name,player_short_name,club,name,age_y,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status,normalized_name
212715,https://sofifa.com/player/212715/sebastian-palacios/210002,S. Palacios,Sebastián Alberto Palacios,28,1/20/1992,170,69,Argentina,Newell's Old Boys,Argentina Primera División,1,74,74,5500000,15000,"RM, ST",Right,1,3,3,High/Low,Normal,Yes,,,RW,34,Independiente,,2020,,,88,71,65,76,36,66,,,,,,,"Flair, Speed Dribbler (AI), Technical Dribbler (AI)",66,72,53,67,64,76,62,45,60,73,86,89,88,67,81,75,67,74,63,68,65,47,74,71,55,73,76,32,34,15,13,6,13,9,sebastian palacios,s. palacios,Panathinaikos Athens,Sebastián Palacios,29,Right Winger,RW,3000000,Independiente,Argentina,1500000,in,summer,Super League 1,2021,FALSE,,sebastian palacios
235755,https://sofifa.com/player/235755/auston-trusty/210002,A. Trusty,Auston Levi-Jesaiah Trusty,21,8/12/1998,191,85,United States,Colorado Rapids,USA Major League Soccer,1,67,77,1100000,2000,CB,Left,1,3,2,Low/High,Lean,No,1800000,,SUB,5,,11/20/2019,2020,,,77,40,47,47,66,76,,,,,,,,36,29,65,61,32,41,46,29,62,49,77,77,57,63,52,54,76,74,80,49,68,63,34,29,52,56,42,68,65,13,14,11,10,12,auston trusty,a. trusty,Arsenal FC,Auston Trusty,23,Centre-Back,CB,8000000,Colorado,United States,1800000,in,winter,Premier League,2021,FALSE,,auston trusty
242332,https://sofifa.com/player/242332/gianluca-busio/210002,G. Busio,Gianluca Busio,18,5/28/2002,170,61,United States,Sporting Kansas City,USA Major League Soccer,1,64,77,800000,700,"CM, CAM",Right,1,4,3,Medium/Medium,Lean,No,1700000,,CDM,27,,8/25/2017,2020,,,62,62,62,70,52,57,,,,,,,Flair,48,63,58,69,53,66,64,58,64,68,64,61,83,66,92,61,71,59,54,61,56,44,66,65,60,68,31,59,35,15,15,6,12,13,gianluca busio,g. busio,Venezia FC,Gianluca Busio,19,Central Midfield,CM,3700000,Kansas City,United States,6000000,in,summer,Serie A,2021,FALSE,,gianluca busio
242628,https://sofifa.com/player/242628/george-bello/210002,G. Bello,George Bello,18,1/22/2002,170,68,United States,Atlanta United,USA Major League Soccer,1,62,78,575000,500,"LB, LWB, LM",Left,1,3,2,Medium/Medium,Normal,Yes,1200000,,LB,21,,1/1/2018,2020,,,79,40,49,66,57,50,,,,,,,Injury Prone,53,39,41,57,25,64,52,27,39,62,78,80,85,57,74,45,59,63,41,35,54,53,55,45,39,58,53,60,57,12,9,6,11,8,george bello,g. bello,Arminia Bielefeld,George Bello,20,Left-Back,LB,1000000,Atlanta,United States,1800000,in,winter,1 Bundesliga,2021,FALSE,,george bello
242769,https://sofifa.com/player/242769/sam-vines/210002,S. Vines,Samuel Marqus Lloyd Vines,21,5/31/1999,178,68,United States,Colorado Rapids,USA Major League Soccer,1,62,76,625000,1000,LB,Left,1,2,2,Medium/Medium,Lean,No,1300000,,LB,13,,2/1/2018,2020,,,70,31,51,60,58,60,,,,,,,,50,32,46,59,32,57,46,35,53,59,73,68,74,60,72,30,62,71,59,28,49,54,42,41,34,56,21,62,61,9,11,11,8,8,sam vines,s. vines,Royal Antwerp FC,Sam Vines,22,Left-Back,LB,1800000,Colorado,United States,1820000,in,summer,Jupiler Pro League,2021,FALSE,,sam vines
239125,https://sofifa.com/player/239125/erik-botheim/210002,E. Botheim,Erik Botheim,20,1/10/2000,180,70,Norway,Stabæk Fotball,Norwegian Eliteserien,1,60,75,450000,700,ST,Right,1,3,3,Medium/Medium,Lean,No,,,ST,20,Rosenborg BK,,2020,,,65,61,40,60,26,59,,,,,,,,32,62,59,46,42,58,37,30,29,60,62,67,67,59,69,62,62,72,62,61,34,31,62,51,60,57,61,12,17,9,10,13,12,5,erik botheim,e. botheim,FK Krasnodar,Erik Botheim,21,Centre-Forward,CF,3500000,Bodø/Glimt,Norway,7500000,in,winter,Premier Liga,2021,FALSE,,erik botheim
242907,https://sofifa.com/player/242907/bryan-reynolds/210002,B. Reynolds,Bryan Reynolds,19,6/28/2001,191,77,United States,FC Dallas,USA Major League Soccer,1,51,71,70000,600,RB,Right,1,2,2,Medium/Medium,Lean,No,175000,,RB,14,,11/22/2016,2020,,,62,46,47,48,49,56,,,,,,,,49,47,58,53,39,46,32,24,41,49,59,64,53,42,51,49,61,49,62,42,47,43,43,49,54,49,55,48,42,14,13,9,7,13,bryan reynolds,b. reynolds,AS Roma,Bryan Reynolds,20,Right-Back,RB,4000000,Dallas,United States,6850000,in,summer,Serie A,2021,FALSE,,bryan reynolds
216409,https://sofifa.com/player/216409/matteo-politano/210002,M. Politano,Matteo Politano,26,8/3/1993,171,67,Italy,Napoli,Italian Serie A,1,81,81,19000000,74000,"RM, RW, ST",Left,2,4,4,High/Medium,Normal,No,,#Acrobat,RW,21,Inter,,2021,,,83,77,78,84,42,55,,,,,,,"Finesse Shot, Long Shot Taker (AI), Technical Dribbler (AI)",80,76,40,79,75,83,79,77,76,84,84,82,89,81,87,78,51,77,41,82,63,38,76,77,70,79,68,29,29,11,12,6,8,11,matteo politano,m. politano,SSC Napoli,Matteo Politano,27,Right Winger,RW,15000000,Inter,Italy,21000000,in,summer,Serie A,2021,FALSE,,matteo politano
178509,https://sofifa.com/player/178509/olivier-giroud/210002,O. Giroud,Olivier Giroud,33,9/30/1986,193,91,France,Chelsea,English Premier League,1,79,79,8000000,96000,ST,Left,3,3,3,Medium/Medium,Normal,Yes,15200000,"#Aerial Threat, #Strength",SUB,18,,1/31/2018,2021,ST,9,39,79,70,71,42,77,,,,,,,"Flair, Outside Foot Shot, Team Player",64,82,90,75,81,69,70,65,58,81,40,39,54,81,53,84,82,54,88,66,76,42,82,77,83,79,82,37,20,12,15,11,6,5,olivier giroud,o. giroud,AC Milan,Olivier Giroud,34,Centre-Forward,CF,4000000,Chelsea,England,2850000,in,summer,Serie A,2021,FALSE,,olivier giroud
231340,https://sofifa.com/player/231340/gonzalo-montiel/210002,G. Montiel,Gonzalo Ariel Montiel,23,1/1/1997,175,70,Argentina,River Plate,Argentina Primera División,1,78,85,13000000,15000,"RB, RWB",Right,1,3,3,High/Medium,Normal,No,20800000,,RB,29,,10/14/2015,2021,RB,4,86,52,68,72,72,81,,,,,,,"Long Throw-in, Dives Into Tackles (AI)",69,41,71,75,39,69,57,39,65,75,87,85,77,75,71,65,79,93,73,59,87,73,75,69,68,75,74,73,73,6,10,11,5,6,gonzalo montiel,g. montiel,Sevilla FC,Gonzalo Montiel,24,Right-Back,RB,12000000,River Plate,Argentina,11000000,in,summer,Laliga,2021,FALSE,,gonzalo montiel
