club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
1.FC Nuremberg,Virgil Misidjan,25.0,Netherlands,Left Winger,LW,3000000.0,Ludogorets,Bulgaria,3000000.0,in,summer,1 Bundesliga,2018,False,
1.FSV Mainz 05,Jean-Philippe Mateta,21.0,France,Centre-Forward,CF,7000000.0,Olympique Lyon,France,8000000.0,in,summer,1 Bundesliga,2018,False,
1.FSV Mainz 05,Pierre Kunde,22.0,Cameroon,Central Midfield,CM,1500000.0,Atl. Madrid B,Spain,7500000.0,in,summer,1 Bundesliga,2018,False,
1.FSV Mainz 05,Moussa Niakhaté,22.0,Senegal,Centre-Back,CB,18000000.0,FC Metz,France,6000000.0,in,summer,1 Bundesliga,2018,False,
1.FSV Mainz 05,Jean-Paul Boëtius,24.0,Netherlands,Attacking Midfield,AM,1200000.0,Feyenoord,Netherlands,3500000.0,in,summer,1 Bundesliga,2018,False,
1.FSV Mainz 05,Issah Abass,19.0,Ghana,Left Winger,LW,,NK Olimpija,Slovenia,2000000.0,in,summer,1 Bundesliga,2018,False,
Bayer 04 Leverkusen,Paulinho,18.0,Brazil,Left Winger,LW,10000000.0,Vasco da Gama,Brazil,18500000.0,in,summer,1 Bundesliga,2018,False,
Bayer 04 Leverkusen,Mitchell Weiser,24.0,Germany,Right-Back,RB,6000000.0,Hertha BSC,Germany,12000000.0,in,summer,1 Bundesliga,2018,False,
Bayern Munich,Alphonso Davies,18.0,Canada,Left-Back,LB,70000000.0,Vancouver,United States,14000000.0,in,winter,1 Bundesliga,2018,False,
Borussia Dortmund,Abdou Diallo,22.0,Senegal,Centre-Back,CB,9000000.0,1.FSV Mainz 05,Germany,28000000.0,in,summer,1 Bundesliga,2018,False,
Borussia Dortmund,Thomas Delaney,26.0,Denmark,Central Midfield,CM,2000000.0,Werder Bremen,Germany,20000000.0,in,summer,1 Bundesliga,2018,False,
Borussia Dortmund,Axel Witsel,29.0,Belgium,Centre-Back,CB,5000000.0,TJ Tianhai,China,20000000.0,in,summer,1 Bundesliga,2018,False,
Borussia Dortmund,Marius Wolf,23.0,Germany,Right-Back,RB,8000000.0,E. Frankfurt,Germany,5000000.0,in,summer,1 Bundesliga,2018,False,
Borussia Dortmund,Leonardo Balerdi,19.0,Argentina,Centre-Back,CB,10000000.0,Boca Juniors,Argentina,15500000.0,in,winter,1 Bundesliga,2018,False,
Borussia Mönchengladbach,Alassane Plea,25.0,France,Centre-Forward,CF,8000000.0,OGC Nice,France,23000000.0,in,summer,1 Bundesliga,2018,False,
Borussia Mönchengladbach,Andreas Poulsen,18.0,Denmark,Left-Back,LB,,FC Midtjylland,Denmark,4500000.0,in,summer,1 Bundesliga,2018,False,
Borussia Mönchengladbach,Michael Lang,27.0,Switzerland,Right-Back,RB,,FC Basel,Switzerland,2800000.0,in,summer,1 Bundesliga,2018,False,
Borussia Mönchengladbach,Keanan Bennetts,19.0,Germany,Left-Back,LB,,Tottenham U23,England,2250000.0,in,summer,1 Bundesliga,2018,False,
Eintracht Frankfurt,Evan Ndicka,18.0,Cote d'Ivoire,Centre-Back,CB,28000000.0,AJ Auxerre,France,5500000.0,in,summer,1 Bundesliga,2018,False,
Eintracht Frankfurt,Carlos Salcedo,24.0,Mexico,Centre-Back,CB,4000000.0,Chivas,Mexico,5000000.0,in,summer,1 Bundesliga,2018,False,
Eintracht Frankfurt,Ante Rebic,24.0,Croatia,Left Winger,LW,5000000.0,Fiorentina,Italy,4500000.0,in,summer,1 Bundesliga,2018,False,
Eintracht Frankfurt,Lucas Torró,23.0,Spain,Defensive Midfield,DM,8000000.0,Real Madrid,Spain,3500000.0,in,summer,1 Bundesliga,2018,False,
Eintracht Frankfurt,Gonçalo Paciência,23.0,Portugal,Centre-Forward,CF,2000000.0,FC Porto,Portugal,3000000.0,in,summer,1 Bundesliga,2018,False,
Eintracht Frankfurt,Frederik Rönnow,25.0,Denmark,Goalkeeper,GK,5500000.0,Bröndby IF,Denmark,2800000.0,in,summer,1 Bundesliga,2018,False,
Eintracht Frankfurt,Tuta,19.0,Brazil,Centre-Back,CB,15000000.0,São Paulo U20,Brazil,1800000.0,in,winter,1 Bundesliga,2018,False,
FC Augsburg,André Hahn,27.0,Germany,Right Winger,RW,,Hamburger SV,Germany,3000000.0,in,summer,1 Bundesliga,2018,False,
FC Augsburg,Fredrik Jensen,20.0,Finland,Attacking Midfield,AM,2500000.0,Twente FC,Netherlands,3000000.0,in,summer,1 Bundesliga,2018,False,
FC Schalke 04,Sebastian Rudy,28.0,Germany,Defensive Midfield,DM,,Bayern Munich,Germany,16000000.0,in,summer,1 Bundesliga,2018,False,
FC Schalke 04,Suat Serdar,21.0,Germany,Central Midfield,CM,4500000.0,1.FSV Mainz 05,Germany,11000000.0,in,summer,1 Bundesliga,2018,False,
